order_id,order_date,order_time,city,zone,rider_id,vehicle_type,order_type,distance_km,promised_delivery_mins,actual_delivery_mins,delay_mins,delivery_status,weather_condition,order_value_inr,delivery_attempts,rider_experience_yrs,rider_rating,gps_latitude,gps_longitude
ORD001137,2024-01-29,06:13,Jaipur,North,RID0033,bike,Electronics,12.66,60,78.1,18.1,Delayed,Clear,1356.64,3,6.9,3.1,20.9567,89.5142
ORD001138,2024-04-20,14:30,Pune,North,RID0145,Van,Grocery,16.18,45,49.8,4.8,On-Time,Rain,4241.44,1,5.9,3.6,17.9537,90.4682
ORD001139,2024-02-24,15:53,Ahmedabad,Central,RID0113,Bike,Grocery,13.26,90,114.4,24.4,Delayed,Clear,4483.08,2,1.4,3.7,13.9868,95.6633
ORD001140,2024-09-20,13:45,Bangalore,Central,RID0026,AUTO,Electronics,15.55,45,21.0,-24.0,On-Time,Clear,202.94,1,6.6,4.4,30.1391,88.6743
ORD001141,2024-09-24,18:28,Pune,West,RID0127,auto,Food,15.78,60,94.1,34.1,Delayed,Clear,2756.35,1,0.7,4.8,35.7766,73.4735
ORD001142,2024-01-29,09:33,Mumbai,North,RID0016,BIKE,Electronics,0.74,45,61.0 mins,16.0,Delayed,Partly Cloudy,1412.53,1,7.4,4.4,12.3118,96.9014
ORD001143,2024-02-20,16:50,Jaipur,West,RID0125,auto,Documents,7.67,60,35.9,-24.1,On-Time,Clear,3061.5,1,2.1,4.7,14.8195,81.0337
ORD001144,2024-04-11,19:14,Kolkata ,South,RID0046,auto,Documents,10.12,90,115.0,25.0,Delayed,Rain,1187.66,1,7.4,4.0,26.8133,89.724
ORD001145,2024-06-30,14:39,Chennai,,RID0069,Bike,Food,12.92,60,63.9,3.9,On-Time,Partly Cloudy,4210.44,1,5.5,3.7,30.7349,70.3997
ORD001146,2024-08-17,21:37,Pune,South,,cycle,Medicine,17.1,30,50.7,20.7,Delayed,Rain,4498.69,1,1.7,4.7,25.6014,83.6911
ORD001147,2024-02-23,11:21,Hyderabad,East,RID0059,AUTO,Grocery,6.04,90,82.9,-7.1,On-Time,Clear,2458.51,1,2.2,4.8,32.6387,72.6722
ORD001148,2024-11-01,20:33,Pune,,,Cycle,Food,11.13,60,62.3,2.3,On-Time,Clear,2082.85,1,0.9,3.7,34.27,75.3149
ORD001149,2024-05-19,18:44,Chennai,East,RID0033,AUTO,Grocery,10.48,60,94.2,34.2,Delayed,Rain,2964.97,1,5.3,3.1,20.5292,78.3788
ORD001150,2024-09-28,11:03,Mumbai,West,RID0148,Bike,Documents,10.71,60,44.9,-15.1,On-Time,Clear,1495.63,1,5.0,4.7,34.1328,78.0574
ORD001151,2024-12-23,21:07,Jaipur,East,RID0144,Van,Documents,13.17,60,113.8,53.8,Delayed,Rain,4332.59,1,7.6,3.1,26.8781,78.4373
ORD001152,2024-12-02,19:25,Ahmedabad,North,RID0139,Van,Grocery,17.04,90,103.0,13.0,Delayed,Clear,2302.69,1,2.7,4.0,,
ORD001153,2024-01-11,10:15,Bangalore,,RID0130,van,Medicine,4.47,60,39.4,-20.6,On-Time,Partly Cloudy,4116.88,1,4.2,4.9,21.0307,70.3053
ORD001154,2024-07-27,16:34,Delhi,Central,RID0009,Bike,Apparel,8.51,45,32.4,-12.6,On-Time,Partly Cloudy,4771.78,1,5.7,4.0,10.8855,76.0429
ORD001155,2024-12-06,17:54,delhi,Central,RID0066,Cycle,Electronics,5.27,45,76.1,31.1,Delayed,Partly Cloudy,4742.05,2,6.0,3.4,21.4252,90.7584
ORD001156,2024-04-06,21:34,Mumbai,North,RID0118,Auto,Apparel,17.4,45,49.4,4.4,On-Time,Clear,628.33,2,3.8,4.6,24.6436,89.5978
ORD001157,2024-12-22,14:42, Ahmedabad,South,RID0150,bike,Documents,16.01,60,83.7,23.7,Delayed,Clear,2697.65,1,7.3,3.5,16.9699,73.0415
ORD001158,2024-10-20,09:12,Bangalore,Central,RID0147,Bike,Grocery,0.77,60,113.4,53.4,Delayed,Rain,2972.5,2,3.3,4.5,28.031,89.6094
ORD001159,2024-03-13,22:24,Hyderabad,North,RID0131,Auto,Documents,384.83,45,45.2,0.2,On-Time,Partly Cloudy,882.54,1,5.9,3.0,12.8262,95.0733
ORD001160,2024-01-18,22:36,delhi,West,RID0149,cycle,Medicine,10.82,60,86.2,26.2,Delayed,Clear,747.06,1,7.8,3.9,,
ORD001161,2024-09-22,22:12,Bangaluru,South,RID0135,Van,Documents,12.24,60,66.9,6.9,Delayed,Clear,1426.99,1,4.2,3.6,33.6625,71.7127
ORD001162,2024-05-22,14:08,Lucknow,West,RID0031,Cycle,Grocery,9.0,90,100.4,10.4,Delayed,Partly Cloudy,562.81,1,3.8,4.6,18.7185,76.5995
ORD001163,2024-08-25,22:32,Bangalore,South,RID0022,van,Documents,10.51,60,117.8,57.8,Delayed,Rain,922.84,2,3.8,4.5,21.2148,80.1781
ORD001164,2024-12-07,15:02,Pune,West,RID0102,BIKE,Apparel,6.72,90,85.3,-4.7,On-Time,Partly Cloudy,1045.34,1,7.6,3.6,28.8422,93.3473
ORD001165,2024-08-03,14:53,Kolkata,East,RID0118,van,Medicine,3.48,60,61.2,1.2,On-Time,Partly Cloudy,1826.73,1,6.9,4.8,27.1745,75.522
ORD001166,2024-10-05,22:50,Bangaluru,South,RID0072,cycle,Medicine,3.89,45,51.4,6.4,Delayed,Clear,2788.26,1,5.2,4.3,21.676,77.9221
ORD001167,2024-04-30,08:29,Pune,East,RID0029,bike,Apparel,14.71,45,107.2,62.2,Delayed,Rain,2122.83,1,5.9,4.0,,
ORD001168,2024-07-22,07:27,Chennai,,RID0146,Van,Food,6.13,60,41.7,-18.3,On-Time,Clear,780.8,1,2.2,3.7,25.4453,77.549
ORD001169,2024-06-10,19:22, Ahmedabad,South,RID0041,cycle,Apparel,6.0,90,106.0,16.0,Delayed,Partly Cloudy,2142.77,1,3.5,4.5,30.0157,82.1181
ORD001170,2024-11-08,15:48,Hydrabad,North,RID0146,cycle,Electronics,17.5,30,20.8,-9.2,On-Time,Clear,4590.02,1,0.4,4.3,26.8805,90.4382
ORD001171,2024-12-30,13:22,Mumbai,Central,RID0103,bike,Apparel,3.77,45,19.4,-25.6,On-Time,Partly Cloudy,1001.04,1,4.3,4.4,9.772,76.3889
ORD001172,2024-03-25,13:33,Lucknow,East,RID0063,AUTO,Grocery,5.28,120,187.2,67.2,Delayed,Fog,1756.56,1,3.5,3.6,28.7432,93.768
ORD001173,2024-08-06,08:18,Kolkata,,RID0075,auto,Food,3.62,45,78.6,33.6,Delayed,Partly Cloudy,797.62,1,5.8,3.5,28.9225,94.8198
ORD001174,2024-01-10,09:59,Delhi,North,RID0012,auto,Grocery,0.62,45,71.4,26.4,Delayed,Clear,3513.86,1,7.5,3.6,10.2953,85.9231
ORD001175,2024-07-05,08:23,Hydrabad,Central,RID0131,bike,Medicine,13.29,60,81.8,21.8,Delayed,Partly Cloudy,4791.45,1,0.6,4.0,11.9958,76.9433
ORD001176,2024-08-24,13:55,Delhi,Central,RID0084,BIKE,Grocery,13.75,90,74.1,-15.9,On-Time,Clear,3805.26,1,2.0,3.2,8.9965,96.3068
ORD001177,2024-07-23,20:57,Pune,North,RID0107,Auto,Documents,11.26,45,85.5,40.5,Delayed,Clear,2240.73,2,4.1,3.1,36.8807,70.4879
ORD001178,2024-12-25,20:17,Chennai,South,RID0113,Van,Medicine,308.85,90,147.0,57.0,Delayed,Rain,4683.56,1,2.7,3.3,24.6264,71.9733
ORD001179,2024-11-21,19:33,Mumbai,Central,RID0031,Van,Grocery,2.14,60,103.1,43.1,Delayed,Clear,1661.61,1,6.2,5.0,18.5626,73.4017
ORD001180,2024-04-07,22:47,Hyderabad,Central,RID0022,AUTO,Apparel,9.81,60,93.5,33.5,Delayed,Partly Cloudy,4476.48,2,0.3,4.0,22.0467,92.034
ORD001181,2024-11-16,08:46,Lucknow,Central,RID0049,Auto,Grocery,4.11,45,43.5,-1.5,On-Time,Clear,393.96,1,7.4,3.1,35.7089,90.2021
ORD001182,2024-06-18,12:51,Mumbai,East,RID0085,Bike,Documents,6.49,60,66.9,6.9,Delayed,Clear,2819.01,1,4.2,4.0,9.0296,80.2253
ORD001183,2024-09-01,16:59,Ahmedabad,Central,RID0093,AUTO,Documents,16.99,120,121.0,1.0,On-Time,Clear,1149.93,1,5.1,4.0,29.938,68.6022
ORD001184,2024-12-15,06:30,Kolkata ,West,RID0140,van,Apparel,5.84,60,100.8,40.8,Delayed,Fog,679.89,1,4.0,3.6,12.9929,86.896
ORD001185,2024-03-02,13:37,MUMBAI,North,RID0002,bike,Grocery,12.42,45,13.2,-31.8,On-Time,Clear,3682.66,1,5.3,3.7,26.0178,94.3755
ORD001186,2024-09-09,08:48,Chennai,West,,Bike,Food,7.46,30,5.0 mins,-25.0,On-Time,Partly Cloudy,3633.8,1,2.5,3.5,35.5597,75.4339
ORD001187,2024-10-05,15:39,Ahmedabad,West,RID0081,Bike,Food,10.25,60,82.8,22.8,Delayed,Clear,2882.73,2,6.2,4.4,25.7292,76.877
ORD001188,2024-11-22,14:49,Pune,North,RID0134,Cycle,Electronics,10.19,60,57.9,-2.1,On-Time,Partly Cloudy,3011.33,1,3.4,3.6,21.7297,81.9653
ORD001189,2024-08-20,06:46,Kolkata,East,RID0098,AUTO,Grocery,13.85,90,106.5,16.5,Delayed,Rain,-1.0,1,1.3,3.5,9.8051,71.6534
ORD001190,2024-06-07,16:14,Bangalore,North,RID0011,van,Medicine,0.96,45,28.9,-16.1,On-Time,Partly Cloudy,1401.47,1,0.6,4.6,24.9371,91.9231
ORD001191,2024-11-06,19:13,Ahmedabad,Central,RID0019,Auto,Apparel,13.38,30,54.4,24.4,Delayed,Rain,1460.84,1,5.3,4.5,32.3166,93.5222
ORD001192,2024-01-03,07:34,Kolkata ,East,,Auto,Food,12.51,60,52.1,-7.9,On-Time,Clear,1484.1,1,3.8,4.4,12.3222,75.666
ORD001193,2024-12-01,12:44,Lucknow,South,RID0133,van,Grocery,8.73,90,66.3,-23.7,On-Time,Clear,1056.26,1,7.1,4.5,26.6381,87.9909
ORD001194,2024-04-19,22:30,Mumbai,Central,RID0026,AUTO,Electronics,10.19,90,65.8,-24.2,On-Time,Clear,4330.78,1,2.8,3.4,10.2854,84.8495
ORD001195,2024-01-02,16:49,Jaipur,Central,RID0098,van,Medicine,15.32,60,56.1,-3.9,On-Time,Clear,4725.57,1,7.4,3.2,21.0236,94.7341
ORD001196,2024-02-04,09:38,Jaipur,East,RID0056,cycle,Medicine,209.01,30,31.1,1.1,On-Time,Clear,2176.35,1,5.0,5.0,26.8552,85.4318
ORD001197,2024-12-19,12:26,Ahmedabad,South,RID0064,van,Medicine,10.26,90,100.4,10.4,Delayed,Partly Cloudy,2353.92,1,6.9,3.1,25.8952,71.441
ORD001198,2024-06-24,12:43,Delhi,South,RID0097,van,Medicine,13.75,45,27.3,-17.7,On-Time,Clear,600.91,1,2.5,4.1,18.4996,84.7568
ORD001199,2024-05-01,14:42,Mumbai,West,RID0115,Bike,Grocery,16.14,90,80.3,-9.7,On-Time,Clear,1415.92,2,2.2,3.7,27.6802,93.2189
ORD001200,2024-12-22,07:54,Delhi,East,,Cycle,Documents,15.17,45,39.6,-5.4,On-Time,Clear,1282.93,2,2.0,4.7,30.2746,89.986
ORD001201,2024-09-17,11:44,Kolkata,Central,RID0095,Cycle,Apparel,12.12,60,67.8,7.8,Delayed,Clear,2690.37,1,2.3,4.3,,
ORD001202,2024-12-19,17:05,MUMBAI,Central,RID0048,Cycle,Grocery,10.83,60,54.9 mins,-5.1,On-Time,Partly Cloudy,4482.25,1,7.9,4.2,12.9126,77.0767
ORD001203,2024-07-03,15:13,Kolkata,North,RID0129,AUTO,Electronics,17.76,45,83.3,38.3,Delayed,Rain,475.97,1,2.5,4.9,21.0488,94.735
ORD001204,2024-02-18,22:58,Lucknow,Central,RID0049,Auto,Apparel,0.85,30,25.6,-4.4,On-Time,Clear,3937.83,1,7.5,4.9,11.672,96.1588
ORD001205,2024-02-25,19:22,Pune,North,RID0010,Bike,Electronics,4.86,90,114.1,24.1,Delayed,Clear,4832.96,1,5.4,4.1,26.031,79.9317
ORD001206,2024-12-19,13:06,Bangalore,East,RID0041,Van,Food,3.29,120,148.5,28.5,Delayed,Clear,2872.1,1,6.4,3.1,11.3597,70.2452
ORD001207,2024-07-27,14:02,Delhi,East,RID0025,Bike,Electronics,3.28,120,117.6,-2.4,On-Time,Partly Cloudy,4889.46,1,2.2,3.0,12.1721,89.6316
ORD001208,2024-04-22,11:33,Lucknow,South,RID0139,bike,Grocery,7.17,60,53.8,-6.2,On-Time,Fog,3403.01,2,1.6,4.9,28.8131,74.3169
ORD001209,2024-11-10,13:14,Jaipur,Central,RID0143,auto,Apparel,12.85,60,72.3,12.3,Delayed,Partly Cloudy,4787.76,1,0.8,3.8,36.702,91.4739
ORD001210,2024-10-29,06:45,Jaipur,South,RID0057,van,Food,13.82,45,31.4,-13.6,On-Time,Clear,304.93,1,2.6,4.6,18.8004,82.5851
ORD001211,2024-09-05,21:13,Kolkata ,South,RID0137,Auto,Grocery,7.67,60,98.8,38.8,Delayed,Clear,3255.53,1,2.7,4.2,15.7881,69.7002
ORD001212,2024-05-22,15:14,delhi,East,RID0071,Bike,Grocery,7.64,60,62.2,2.2,On-Time,Partly Cloudy,3355.58,1,2.3,4.2,34.8883,81.9748
ORD001213,2024-12-16,18:19,Lucknow,North,RID0111,van,Food,3.88,90,116.4,26.4,Delayed,Partly Cloudy,254.48,2,5.9,4.9,34.7014,86.3135
ORD001214,2024-04-29,13:01,Mumbai,North,RID0067,BIKE,Documents,4.0,60,57.6,-2.4,On-Time,Fog,3429.63,2,6.2,4.0,23.8641,86.319
ORD001215,2024-04-07,15:13,Ahmedabad,Central,RID0111,cycle,Food,9.72,45,50.1,5.1,Delayed,Clear,374.67,2,4.7,5.0,16.6156,90.9965
ORD001216,2024-01-13,16:58,Pune,East,RID0016,auto,Medicine,16.01,30,40.9,10.9,Delayed,Partly Cloudy,3935.03,1,0.8,4.6,,
ORD001217,2024-06-22,06:37,chennai,North,RID0067,bike,Apparel,0.59,60,74.4,14.4,Delayed,Fog,756.91,1,1.0,4.8,32.8051,75.2399
ORD001218,2024-11-18,09:28,Lucknow,West,RID0017,bike,Documents,12.61,90,104.5,14.5,Delayed,Clear,1246.04,1,5.8,3.6,31.6837,81.007
ORD001219,2024-02-24,11:28,Kolkata ,North,RID0077,BIKE,Medicine,7.91,45,57.7,12.7,Delayed,Clear,3412.61,2,0.6,3.9,31.4778,70.128
ORD001220,2024-10-02,21:15,Jaipur,North,RID0031,Bike,Documents,16.43,90,143.4,53.4,Delayed,Fog,1960.11,1,2.8,3.6,11.4482,94.7739
ORD001221,2024-12-04,15:05,Bangalore,East,RID0049,Bike,Grocery,8.06,45,27.7,-17.3,On-Time,Clear,1610.29,1,3.6,3.5,29.0225,85.2897
ORD001222,2024-04-24,15:08,Hyderabad,North,RID0075,cycle,Apparel,9.14,60,76.8,16.8,Delayed,Partly Cloudy,1628.44,1,6.9,3.9,14.4109,84.8783
ORD001223,2024-12-10,09:34,delhi,East,RID0043,Cycle,Electronics,15.08,30,74.6,44.6,Delayed,Rain,1005.41,1,5.8,4.3,24.4195,84.9931
ORD001224,2024-02-25,19:08,Kolkata,West,RID0005,van,Electronics,0.7,45,69.0,24.0,Delayed,Partly Cloudy,269.25,2,3.5,4.8,,
ORD001225,2024-10-27,10:48,Pune,East,RID0054,Bike,Medicine,12.4,90,84.5,-5.5,On-Time,Partly Cloudy,4913.83,1,0.7,4.6,11.4152,96.5213
ORD001226,2024-11-20,09:28,Jaipur,Central,RID0142,AUTO,Electronics,16.34,90,127.8,37.8,Delayed,Rain,3936.95,1,3.5,4.9,25.7251,75.802
ORD001227,2024-04-24,08:49,Jaipur,South,RID0089,bike,Documents,5.77,60,96.7,36.7,Delayed,Rain,840.23,1,4.3,3.2,31.5755,79.2102
ORD001228,2024-10-03,21:41,Mumbai,North,RID0030,Auto,Apparel,2.62,45,44.2,-0.8,On-Time,Clear,4327.37,1,7.7,3.8,27.5028,82.385
ORD001229,2024-05-12,16:17,Hyderabad,North,RID0041,Bike,Electronics,5.06,60,57.1,-2.9,On-Time,Rain,615.46,1,1.3,4.3,17.8276,94.8813
ORD001230,2024-04-09,20:59,Jaipur,West,RID0073,auto,Apparel,9.83,45,75.3,30.3,Delayed,Clear,2649.18,1,4.8,4.8,19.0617,71.4537
ORD001231,2024-11-26,15:29,Jaipur,,RID0148,BIKE,Food,5.82,45,53.2,8.2,Delayed,Clear,2659.26,1,4.2,3.3,29.5696,86.2645
ORD001232,2024-04-09,16:31,chennai,West,RID0035,van,Documents,16.27,90,113.0,23.0,Delayed,Fog,727.55,2,6.5,3.4,23.6456,73.3713
ORD001233,2024-02-10,16:42,Mumbai,North,RID0068,auto,Medicine,9.68,60,101.9,41.9,Delayed,Rain,2591.44,1,0.7,3.6,20.7266,88.593
ORD001234,2024-12-22,15:54,Bangalore,South,RID0043,Auto,Food,4.09,90,89.1,-0.9,On-Time,Clear,608.87,1,1.4,3.1,,
ORD001235,2024-07-31,18:05, Ahmedabad,West,RID0126,Van,Medicine,11.41,120,167.2,47.2,Delayed,Clear,3430.56,1,3.6,4.3,17.5414,70.6428
ORD001236,2024-12-16,18:19,Lucknow,North,RID0111,van,Food,3.88,90,116.4,26.4,Delayed,Partly Cloudy,254.48,2,5.9,4.9,34.7014,86.3135
ORD001237,2024-10-08,09:03,Chennai,South,RID0086,AUTO,Apparel,14.67,90,111.4,21.4,Delayed,Partly Cloudy,4098.23,1,5.1,4.3,16.2543,80.4388
ORD001238,2024-05-17,08:13,Delhi,West,RID0107,bike,Grocery,14.78,90,139.0,49.0,Delayed,Fog,4368.66,1,6.4,4.3,9.3216,93.3492
ORD001239,2024-01-02,06:42,Ahmedabad,Central,RID0026,auto,Medicine,3.31,60,76.1,16.1,Delayed,Clear,3276.28,1,5.2,4.2,9.6143,90.6688
ORD001240,2024-01-19,14:34,Jaipur,North,RID0091,Bike,Documents,5.95,60,94.9,34.9,Delayed,Fog,2118.07,1,1.3,3.3,23.0509,95.1649
ORD001241,2024-08-15,20:15,Lucknow,East,RID0147,AUTO,Medicine,17.53,45,42.7,-2.3,On-Time,Clear,4260.39,2,2.7,4.3,10.3294,75.2361
ORD001242,2024-03-06,11:49,Kolkata,North,RID0127,BIKE,Medicine,4.08,90,82.4,-7.6,On-Time,Clear,1259.62,1,4.8,3.2,,
ORD001243,2024-12-26,18:37,delhi,West,RID0104,auto,Apparel,1.24,30,46.1,16.1,Delayed,Partly Cloudy,831.11,1,4.9,3.7,9.21,76.3562
ORD001244,2024-07-05,07:52,delhi,Central,RID0091,BIKE,Electronics,15.72,30,49.9,19.9,Delayed,Clear,3386.04,2,3.2,3.7,28.595,80.0694
ORD001245,2024-11-23,09:01,Hyderabad,South,RID0149,cycle,Apparel,13.48,45,46.2,1.2,On-Time,Clear,4278.39,1,4.4,4.7,14.2481,90.8436
ORD001246,2024-04-23,13:43,Lucknow,South,RID0001,Bike,Electronics,1.77,60,76.2,16.2,Delayed,Partly Cloudy,1748.72,1,7.5,3.8,27.4687,93.0079
ORD001247,2024-03-12,11:20,Kolkata,East,RID0144,Bike,Apparel,16.9,120,135.5,15.5,Delayed,Clear,4309.13,1,1.3,3.4,,
ORD001248,2024-08-15,21:10,Kolkata,Central,RID0121,Van,Food,1.08,60,42.4,-17.6,On-Time,Clear,1851.4,1,3.7,4.7,16.1013,80.586
ORD001249,2024-04-05,14:17,Kolkata,East,RID0118,BIKE,Food,6.25,60,51.8,-8.2,On-Time,Partly Cloudy,4755.91,1,5.9,4.9,36.9394,90.4179
ORD001250,2024-03-08,21:15,Ahmedabad,South,RID0120,Van,Food,10.35,45,40.0,-5.0,On-Time,Clear,1051.33,1,1.7,3.1,27.2125,86.2727
ORD001251,2024-07-12,17:34,Kolkata,South,RID0084,van,Medicine,6.73,60,136.1,76.1,Delayed,Rain,4941.03,3,0.3,3.1,,
ORD001252,2024-12-19,20:22,Jaipur,West,RID0118,bike,Food,4.35,45,35.4,-9.6,On-Time,Clear,3047.98,1,6.7,3.7,28.1181,84.8521
ORD001253,2024-03-19,12:44,Mumbai,South,RID0024,Bike,Documents,14.27,60,62.2,2.2,On-Time,Clear,1440.64,1,7.0,3.0,12.9512,86.9908
ORD001254,2024-11-20,15:15,Ahmedabad,East,RID0145,Bike,Documents,10.85,45,87.9,42.9,Delayed,Rain,1250.57,1,4.2,4.8,12.7119,96.8767
ORD001255,2024-11-15,09:08,Pune,Central,RID0041,cycle,Apparel,7.02,45,82.3,37.3,Delayed,Rain,2601.65,2,2.1,4.4,33.967,82.8571
ORD001256,2024-04-11,18:23,Jaipur,North,RID0111,Auto,Grocery,3.49,30,72.7,42.7,Delayed,Clear,1263.51,1,2.6,3.9,31.4799,90.2083
ORD001257,2024-09-19,14:56,Pune,South,RID0015,auto,Documents,3.52,90,103.3,13.3,Delayed,Clear,4810.64,1,5.1,3.6,12.1136,68.2951
ORD001258,2024-03-29,22:07,Lucknow,North,,auto,Grocery,1.75,90,128.4,38.4,Delayed,Rain,947.23,1,2.4,4.8,29.4541,85.6681
ORD001259,2024-07-04,14:11,Mumbai,South,RID0125,cycle,Grocery,11.61,60,75.9,15.9,Delayed,Rain,3915.0,1,6.8,3.8,12.1097,77.1692
ORD001260,2024-05-08,20:54,Pune,North,RID0056,AUTO,Grocery,15.9,45,34.9,-10.1,On-Time,Clear,428.14,1,5.1,3.1,15.8541,90.9711
ORD001261,2024-11-04,06:57,Delhi,South,RID0096,Cycle,Food,10.33,60,57.8,-2.2,On-Time,Rain,3850.35,1,3.4,4.8,12.5701,83.528
ORD001262,2024-01-28,09:21,Chennai,North,,bike,Apparel,15.09,45,63.9,18.9,Delayed,Clear,806.61,2,5.0,3.1,33.9814,77.3288
ORD001263,2024-04-15,14:41,Hyderabad,North,RID0020,Bike,Apparel,2.23,60,52.9,-7.1,On-Time,Clear,3395.13,1,2.6,4.3,32.1199,86.0329
ORD001264,2024-06-09,07:03,Bangalore,North,RID0039,BIKE,Apparel,5.02,90,92.5,2.5,On-Time,Partly Cloudy,2740.5,1,1.2,5.0,27.34,80.6867
ORD001265,2024-02-09,10:33,Bangalore,Central,RID0089,Auto,Electronics,4.25,90,106.9,16.9,Delayed,Clear,2188.91,2,7.8,4.1,10.8673,79.3809
ORD001266,2024-12-23,13:39,Hydrabad,South,RID0142,cycle,Electronics,14.32,45,63.2,18.2,Delayed,Rain,4182.59,3,3.2,4.3,29.5141,92.4908
ORD001267,2024-04-12,15:20,Jaipur,North,RID0038,auto,Electronics,16.55,45,52.3,7.3,Delayed,Rain,247.2,1,5.6,4.6,31.0501,72.5167
ORD001268,2024-08-26,15:49,Chennai,South,RID0044,Auto,Documents,15.12,90,83.8,-6.2,On-Time,Clear,4386.39,1,3.6,4.6,15.8943,89.4186
ORD001269,2024-01-30,13:56,Hyderabad,South,RID0125,AUTO,Electronics,2.26,90,87.3,-2.7,On-Time,Clear,403.62,1,6.8,3.1,8.9088,92.0358
ORD001270,2024-11-30,17:44,delhi,Central,RID0102,Auto,Documents,14.09,45,93.5,48.5,Delayed,Clear,1808.91,1,3.8,3.3,24.3529,76.376
ORD001271,2024-04-26,10:19,Pune,South,RID0096,Bike,Grocery,17.82,60,44.3,-15.7,On-Time,Clear,1958.46,1,4.3,4.2,29.9766,71.0585
ORD001272,2024-12-05,10:15,Pune,West,RID0135,Van,Food,8.01,45,81.4,36.4,Delayed,Clear,1788.48,1,1.1,3.9,30.3776,68.642
ORD001273,2024-06-21,18:46,MUMBAI,North,RID0087,Auto,Food,13.23,45,31.5,-13.5,On-Time,Partly Cloudy,2982.59,1,3.3,4.7,33.809,80.4683
ORD001274,2024-07-05,07:57,Ahmedabad,Central,RID0082,cycle,Medicine,11.31,30,19.8,-10.2,On-Time,Clear,4083.59,1,3.4,4.2,35.6302,81.4876
ORD001275,2024-06-09,18:39, Ahmedabad,Central,RID0068,Bike,Apparel,6.95,120,163.1,43.1,Delayed,Clear,4437.34,1,8.0,4.5,21.4344,83.366
ORD001276,2024-01-19,10:32,Mumbai,West,RID0048,Auto,Food,15.77,60,57.4,-2.6,On-Time,Partly Cloudy,2112.51,1,3.3,3.7,31.2415,94.4519
ORD001277,2024-08-19,14:13,Hydrabad,South,RID0059,BIKE,Documents,11.47,60,42.0,-18.0,On-Time,Clear,4318.97,1,0.6,3.2,20.0171,91.8567
ORD001278,2024-06-16,06:55,Bangalore,North,RID0101,Bike,Grocery,13.3,60,65.0,5.0,Delayed,Partly Cloudy,1627.58,1,4.2,4.6,20.4171,88.4903
ORD001279,2024-07-14,12:09,Mumbai,West,RID0141,BIKE,Medicine,7.46,60,52.3,-7.7,On-Time,Clear,3707.05,1,6.5,3.1,15.5216,96.4437
ORD001280,2024-10-22,13:42,Ahmedabad,South,RID0128,bike,Electronics,12.89,60,66.6,6.6,Delayed,Clear,4567.67,1,5.5,4.9,35.7356,95.4563
ORD001281,2024-03-02,08:10,Lucknow,North,RID0078,cycle,Documents,14.43,60,101.0,41.0,Delayed,Rain,4174.31,1,7.7,3.8,27.2052,69.3125
ORD001282,2024-06-16,16:28,Lucknow,Central,RID0010,cycle,Medicine,7.53,30,35.5,5.5,Delayed,Partly Cloudy,379.93,1,7.7,4.2,22.7255,90.7779
ORD001283,2024-10-03,15:01,Lucknow,East,,BIKE,Electronics,7.55,60,75.9,15.9,Delayed,Clear,983.73,1,5.1,3.2,14.5355,72.2665
ORD001284,2024-12-06,11:24,Hyderabad,West,RID0040,BIKE,Electronics,8.07,60,28.7,-31.3,On-Time,Clear,1455.97,1,5.2,4.4,12.6243,81.294
ORD001285,2024-01-04,11:44,Mumbai,Central,RID0077,van,Apparel,10.4,60,48.8,-11.2,On-Time,Clear,2060.08,2,6.9,3.1,23.9274,77.0533
ORD001286,2024-07-04,09:43,Jaipur,South,RID0113,AUTO,Grocery,3.18,30,76.2,46.2,Delayed,Fog,93.97,1,4.1,3.1,28.144,82.7122
ORD001287,2024-10-10,17:29,Delhi,North,RID0052,Bike,Medicine,10.81,45,62.3,17.3,Delayed,Clear,773.8,3,4.3,3.6,19.2654,77.8857
ORD001288,2024-08-03,21:06,Jaipur,East,RID0103,bike,Apparel,6.3,60,67.6,7.6,Delayed,Partly Cloudy,1271.9,1,5.9,3.2,16.2783,71.0241
ORD001289,2024-08-29,07:18,Kolkata,North,RID0084,Auto,Food,485.78,30,33.4,3.4,On-Time,Clear,3823.12,1,1.1,3.3,28.8738,92.1725
ORD001290,2024-03-26,15:57,Hyderabad,North,RID0058,Bike,Apparel,8.11,90,84.1,-5.9,On-Time,Clear,2770.14,1,5.7,4.1,30.8069,95.797
ORD001291,2024-06-15,21:29,Jaipur,West,RID0093,bike,Apparel,3.35,60,69.8,9.8,Delayed,Rain,1711.75,1,1.2,3.9,27.2223,90.1468
ORD001292,2024-06-03,10:42,Chennai,North,RID0008,BIKE,Grocery,2.0,45,65.9,20.9,Delayed,Clear,600.74,1,7.9,4.0,11.3486,85.3328
ORD001293,2024-05-04,14:13,Mumbai,Central,RID0061,bike,Documents,7.05,60,56.5,-3.5,On-Time,Clear,2714.73,1,5.8,3.7,30.4461,79.0387
ORD001294,2024-07-29,06:15,Ahmedabad,Central,RID0136,AUTO,Apparel,14.68,120,126.4,6.4,Delayed,Clear,1898.67,1,1.8,4.6,33.5552,84.6737
ORD001295,2024-03-11,19:12,Pune,North,RID0010,cycle,Electronics,5.28,60,65.8 mins,5.8,Delayed,Clear,164.34,1,4.1,4.8,34.1351,85.2434
